TRUE:0 PRED:1 | 1121310909 2005.07.13 R33-M1-ND-C:J05-U11 2005-07-13-20.15.09.106661 R33-M1-ND-C:J05-U11 RAS KERNEL INFO generating core.9651
TRUE:0 PRED:1 | 1121902827 2005.07.20 R25-M1-N8-C:J03-U01 2005-07-20-16.40.27.205362 R25-M1-N8-C:J03-U01 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1121313953 2005.07.13 R34-M1-N7-C:J03-U11 2005-07-13-21.05.53.702684 R34-M1-N7-C:J03-U11 RAS KERNEL INFO generating core.13043
TRUE:0 PRED:1 | 1121494308 2005.07.15 R21-M0-N7-C:J14-U01 2005-07-15-23.11.48.831797 R21-M0-N7-C:J14-U01 RAS KERNEL INFO generating core.17560
TRUE:0 PRED:1 | 1121007046 2005.07.10 R30-M1-N8-C:J15-U11 2005-07-10-07.50.46.048460 R30-M1-N8-C:J15-U11 RAS KERNEL INFO generating core.15924
TRUE:0 PRED:1 | 1121496062 2005.07.15 R10-M0-N3-C:J03-U01 2005-07-15-23.41.02.923439 R10-M0-N3-C:J03-U01 RAS KERNEL INFO generating core.29899
TRUE:0 PRED:1 | 1127668543 2005.09.25 R66-M1-N1-C:J09-U11 2005-09-25-10.15.43.266674 R66-M1-N1-C:J09-U11 RAS KERNEL INFO CE sym 15, at 0x0bde77e0, mask 0x04
TRUE:0 PRED:1 | 1121313655 2005.07.13 R26-M0-N1-C:J13-U11 2005-07-13-21.00.55.502877 R26-M0-N1-C:J13-U11 RAS KERNEL INFO generating core.15737
TRUE:0 PRED:1 | 1132841276 2005.11.24 R03-M1-NF-C:J07-U01 2005-11-24-06.07.56.407913 R03-M1-NF-C:J07-U01 RAS KERNEL FATAL dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000
TRUE:0 PRED:1 | 1121904572 2005.07.20 R32-M0-N5-C:J10-U11 2005-07-20-17.09.32.073144 R32-M0-N5-C:J10-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1124818189 2005.08.23 R06-M0-N0-I:J18-U01 2005-08-23-10.29.49.877845 R06-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi
TRUE:0 PRED:1 | 1124611136 2005.08.21 R11-M1-N2-C:J12-U01 2005-08-21-00.58.56.344729 R11-M1-N2-C:J12-U01 RAS KERNEL INFO CE sym 3, at 0x0b19b8a0, mask 0x08
TRUE:0 PRED:1 | 1120261034 2005.07.01 R23-M0-N1-C:J02-U11 2005-07-01-16.37.14.984043 R23-M0-N1-C:J02-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1129158022 2005.10.12 R23-M0-N8-C:J15-U11 2005-10-12-16.00.22.364012 R23-M0-N8-C:J15-U11 RAS KERNEL INFO CE sym 5, at 0x13253280, mask 0x04
TRUE:0 PRED:1 | 1118769489 2005.06.14 R20-M0-N3-C:J06-U01 2005-06-14-10.18.09.061481 R20-M0-N3-C:J06-U01 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1118766090 2005.06.14 R00-M0-N0-C:J13-U11 2005-06-14-09.21.30.885300 R00-M0-N0-C:J13-U11 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1126894078 2005.09.16 R37-M0-NF-C:J07-U01 2005-09-16-11.07.58.039535 R37-M0-NF-C:J07-U01 RAS KERNEL INFO CE sym 25, at 0x1a544020, mask 0x40
TRUE:0 PRED:1 | 1118769705 2005.06.14 R21-M1-N4-C:J10-U01 2005-06-14-10.21.45.802128 R21-M1-N4-C:J10-U01 RAS KERNEL FATAL data address: 0x00000002
TRUE:0 PRED:1 | 1125084124 2005.08.26 R76-M0-N1-C:J02-U11 2005-08-26-12.22.04.891042 R76-M0-N1-C:J02-U11 RAS KERNEL INFO 773760 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1123614572 2005.08.09 R00-M0-N6-C:J03-U11 2005-08-09-12.09.32.252222 R00-M0-N6-C:J03-U11 RAS KERNEL FATAL rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-
TRUE:0 PRED:1 | 1125084072 2005.08.26 R66-M1-N4-C:J06-U01 2005-08-26-12.21.12.175889 R66-M1-N4-C:J06-U01 RAS KERNEL INFO iar 003a9260 dear 01290878
TRUE:0 PRED:1 | 1118768070 2005.06.14 R24-M1-N7-C:J08-U01 2005-06-14-09.54.30.228119 R24-M1-N7-C:J08-U01 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1120266887 2005.07.01 R35-M1-N5-C:J04-U01 2005-07-01-18.14.47.324202 R35-M1-N5-C:J04-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1121707096 2005.07.18 R21-M1-N2-C:J07-U01 2005-07-18-10.18.16.381095 R21-M1-N2-C:J07-U01 RAS KERNEL INFO generating core.23150
TRUE:0 PRED:1 | 1121598024 2005.07.17 R21-M1-N1-C:J16-U01 2005-07-17-04.00.24.540747 R21-M1-N1-C:J16-U01 RAS KERNEL INFO generating core.47256
TRUE:0 PRED:1 | 1121256367 2005.07.13 R20-M1-NA-C:J04-U11 2005-07-13-05.06.07.030871 R20-M1-NA-C:J04-U11 RAS KERNEL INFO generating core.4159
TRUE:0 PRED:1 | 1129204989 2005.10.13 R44-M0-N4-I:J18-U01 2005-10-13-05.03.09.377689 R44-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image, Permission denied
TRUE:0 PRED:1 | 1134784680 2005.12.16 R66-M0-N8-I:J18-U01 2005-12-16-17.58.00.577715 R66-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: pollControlDescriptors: Detected the debugger died.
TRUE:0 PRED:1 | 1131131553 2005.11.04 R63-M0-NE-C:J11-U11 2005-11-04-11.12.33.858917 R63-M0-NE-C:J11-U11 RAS KERNEL INFO iar 001069a8 dear 02f7bd7c
TRUE:0 PRED:1 | 1120259941 2005.07.01 R25-M1-N2-C:J08-U01 2005-07-01-16.19.01.600033 R25-M1-N2-C:J08-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1121494263 2005.07.15 R31-M1-NB-C:J05-U11 2005-07-15-23.11.03.449718 R31-M1-NB-C:J05-U11 RAS KERNEL INFO generating core.20595
TRUE:0 PRED:1 | 1119802781 2005.06.26 R07-M1-N0-C:J15-U11 2005-06-26-09.19.41.368208 R07-M1-N0-C:J15-U11 RAS KERNEL INFO program interrupt
TRUE:0 PRED:1 | 1127781971 2005.09.26 R34-M0-N8-I:J18-U11 2005-09-26-17.46.11.092617 R34-M0-N8-I:J18-U11 RAS KERNEL INFO ciod: generated 128 core files for program /bgl/apps/SWL/stability/DDCMD//ddcMDbglV
TRUE:0 PRED:1 | 1131148496 2005.11.04 R63-M0-NF-C:J08-U11 2005-11-04-15.54.56.089471 R63-M0-NF-C:J08-U11 RAS KERNEL INFO iar 00106204 dear 02f75edc
TRUE:0 PRED:1 | 1118769562 2005.06.14 R26-M0-N0-C:J04-U11 2005-06-14-10.19.22.998644 R26-M0-N0-C:J04-U11 RAS KERNEL FATAL exception syndrome register: 0x00800000
TRUE:0 PRED:1 | 1131123589 2005.11.04 R62-M0-N6-C:J03-U01 2005-11-04-08.59.49.668674 R62-M0-N6-C:J03-U01 RAS KERNEL INFO iar 001061fc dear 02f6676c
TRUE:0 PRED:1 | 1118765825 2005.06.14 R13-M0-NA-C:J15-U01 2005-06-14-09.17.05.516605 R13-M0-NA-C:J15-U01 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1121252310 2005.07.13 R24-M0-N1-C:J03-U01 2005-07-13-03.58.30.362009 R24-M0-N1-C:J03-U01 RAS KERNEL INFO 112099344 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1123025954 2005.08.02 R23-M0-N7 2005-08-02-16.39.14.159918 R23-M0-N7 NULL HARDWARE SEVERE NodeCard is not fully functional
TRUE:0 PRED:1 | 1121256377 2005.07.13 R22-M1-N2-C:J08-U11 2005-07-13-05.06.17.839446 R22-M1-N2-C:J08-U11 RAS KERNEL INFO generating core.5054
TRUE:0 PRED:1 | 1134160534 2005.12.09 R61-M1-N8-I:J18-U01 2005-12-09-12.35.34.641975 R61-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /p/gb1/stella/UMT2K/1325/umt2k_DD: invalid or missing program image, Permission denied
TRUE:0 PRED:1 | 1127243228 2005.09.20 NULL 2005-09-20-12.07.08.329482 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1125749350 2005.09.03 R62-M0-NC-I:J18-U11 2005-09-03-05.09.10.001351 R62-M0-NC-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/LAPACK_440d/BLAS) failed: No such file or directory
TRUE:0 PRED:1 | 1118773883 2005.06.14 R24-M1-N6-C:J17-U01 2005-06-14-11.31.23.322583 R24-M1-N6-C:J17-U01 RAS KERNEL FATAL core configuration register: 0x00002000
TRUE:0 PRED:1 | 1131147227 2005.11.04 R63-M0-N1-C:J05-U11 2005-11-04-15.33.47.360607 R63-M0-N1-C:J05-U11 RAS KERNEL INFO iar 00106570 dear 0245a5bc
TRUE:0 PRED:1 | 1117843015 2005.06.03 R21-M1-N6-C:J08-U11 2005-06-03-16.56.55.309974 R21-M1-N6-C:J08-U11 RAS KERNEL INFO 141 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1121707363 2005.07.18 R26-M0-NC-C:J07-U11 2005-07-18-10.22.43.700974 R26-M0-NC-C:J07-U11 RAS KERNEL INFO generating core.14142
TRUE:0 PRED:1 | 1121496582 2005.07.15 R02-M0-NA-C:J16-U11 2005-07-15-23.49.42.308319 R02-M0-NA-C:J16-U11 RAS KERNEL INFO generating core.4900
TRUE:0 PRED:1 | 1127243361 2005.09.20 NULL 2005-09-20-12.09.21.408989 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1131366730 2005.11.07 R50-M0-N4-I:J18-U01 2005-11-07-04.32.10.481855 R50-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
TRUE:0 PRED:1 | 1134159256 2005.12.09 R20-M1-N4-I:J18-U01 2005-12-09-12.14.16.349690 R20-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /p/gb1/stella/SPPM/1322/sppm_DD: invalid or missing program image, Permission denied
TRUE:0 PRED:1 | 1123610468 2005.08.09 R26-M0-N7 2005-08-09-11.01.08.922516 R26-M0-N7 NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
TRUE:0 PRED:1 | 1121902860 2005.07.20 R10-M1-N0-C:J16-U11 2005-07-20-16.41.00.180072 R10-M1-N0-C:J16-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1125084490 2005.08.26 R66-M0-N9-C:J10-U01 2005-08-26-12.28.10.329248 R66-M0-N9-C:J10-U01 RAS KERNEL INFO iar 003a929c dear 0136b2d8
TRUE:0 PRED:1 | 1121308295 2005.07.13 R31-M1-N5-C:J17-U11 2005-07-13-19.31.35.927185 R31-M1-N5-C:J17-U11 RAS KERNEL INFO generating core.25712
TRUE:0 PRED:1 | 1121308757 2005.07.13 R20-M0-N0-C:J06-U11 2005-07-13-19.39.17.229626 R20-M0-N0-C:J06-U11 RAS KERNEL INFO generating core.15966
TRUE:0 PRED:1 | 1118768017 2005.06.14 R21-M1-NB-C:J12-U01 2005-06-14-09.53.37.560823 R21-M1-NB-C:J12-U01 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1125084517 2005.08.26 R77-M0-N8-C:J09-U01 2005-08-26-12.28.37.922676 R77-M0-N8-C:J09-U01 RAS KERNEL INFO iar 003a9260 dear 00e24bd8
TRUE:0 PRED:1 | 1129734520 2005.10.19 R17-M0-N0-I:J18-U01 2005-10-19-08.08.40.058960 R17-M0-N0-I:J18-U01 RAS KERNEL INFO shutdown complete
TRUE:0 PRED:1 | 1126211906 2005.09.08 R62-M1-NC-I:J18-U11 2005-09-08-13.38.26.477794 R62-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)
TRUE:0 PRED:1 | 1121238463 2005.07.13 R11-M1-N3-C:J07-U11 2005-07-13-00.07.43.091930 R11-M1-N3-C:J07-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
TRUE:0 PRED:1 | 1121312104 2005.07.13 R33-M0-NF-C:J10-U11 2005-07-13-20.35.04.592115 R33-M0-NF-C:J10-U11 RAS KERNEL INFO generating core.5009
TRUE:0 PRED:1 | 1125083510 2005.08.26 R65-M1-N5-C:J14-U11 2005-08-26-12.11.50.217747 R65-M1-N5-C:J14-U11 RAS KERNEL INFO iar 003a92a0 dear 00efd358
TRUE:0 PRED:1 | 1121495911 2005.07.15 R32-M0-N5-C:J02-U11 2005-07-15-23.38.31.246747 R32-M0-N5-C:J02-U11 RAS KERNEL INFO generating core.36787
TRUE:0 PRED:1 | 1125083604 2005.08.26 R65-M1-N4-C:J06-U01 2005-08-26-12.13.24.227502 R65-M1-N4-C:J06-U01 RAS KERNEL INFO iar 003a92a0 dear 00efd518
TRUE:0 PRED:1 | 1131127565 2005.11.04 R62-M0-N0-C:J13-U11 2005-11-04-10.06.05.176180 R62-M0-N0-C:J13-U11 RAS KERNEL INFO iar 00106704 dear 0245b6bc
TRUE:0 PRED:1 | 1131127319 2005.11.04 R62-M0-N6-C:J05-U11 2005-11-04-10.01.59.090723 R62-M0-N6-C:J05-U11 RAS KERNEL INFO iar 0010671c dear 0245b72c
TRUE:0 PRED:1 | 1121900851 2005.07.20 R32-M1-N5-C:J06-U01 2005-07-20-16.07.31.195707 R32-M1-N5-C:J06-U01 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1127243411 2005.09.20 NULL 2005-09-20-12.10.11.325034 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1133913870 2005.12.06 R01-M0-N0-C:J04-U01 2005-12-06-16.04.30.188673 R01-M0-N0-C:J04-U01 RAS KERNEL INFO critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type
TRUE:0 PRED:1 | 1121311526 2005.07.13 R32-M0-N8-C:J09-U11 2005-07-13-20.25.26.300247 R32-M0-N8-C:J09-U11 RAS KERNEL INFO generating core.3510
TRUE:0 PRED:1 | 1127356175 2005.09.21 R23-M0-N5-C:J12-U01 2005-09-21-19.29.35.484182 R23-M0-N5-C:J12-U01 RAS KERNEL INFO CE sym 29, at 0x14123c20, mask 0x08
TRUE:0 PRED:1 | 1120260098 2005.07.01 R33-M0-N8-C:J07-U01 2005-07-01-16.21.38.233353 R33-M0-N8-C:J07-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1120259888 2005.07.01 R25-M0-N7-C:J11-U01 2005-07-01-16.18.08.272925 R25-M0-N7-C:J11-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1118768186 2005.06.14 R24-M1-N6-C:J11-U01 2005-06-14-09.56.26.940016 R24-M1-N6-C:J11-U01 RAS KERNEL FATAL data address: 0x00000002
TRUE:0 PRED:1 | 1121312262 2005.07.13 R32-M1-N1-C:J03-U11 2005-07-13-20.37.42.283997 R32-M1-N1-C:J03-U11 RAS KERNEL INFO generating core.32755
TRUE:0 PRED:1 | 1132586451 2005.11.21 R26-M0-N0-I:J18-U11 2005-11-21-07.20.51.661738 R26-M0-N0-I:J18-U11 RAS KERNEL INFO MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4)
TRUE:0 PRED:1 | 1131030168 2005.11.03 R54-M1-N8-I:J18-U01 2005-11-03-07.02.48.152436 R54-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts: invalid or missing program image, Permission denied
TRUE:0 PRED:1 | 1127243352 2005.09.20 NULL 2005-09-20-12.09.12.363370 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1121308207 2005.07.13 R22-M0-N4-C:J02-U01 2005-07-13-19.30.07.825519 R22-M0-N4-C:J02-U01 RAS KERNEL INFO generating core.30671
TRUE:0 PRED:1 | 1121901193 2005.07.20 R02-M0-NF-C:J10-U11 2005-07-20-16.13.13.815662 R02-M0-NF-C:J10-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1119736307 2005.06.25 R01-M1-N8-I:J18-U11 2005-06-25-14.51.47.575572 R01-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /home/glosli/src/ddcMD/ddcMD/1.1.13/ddcMDbglV: invalid or missing program image, No such file or directory
TRUE:0 PRED:1 | 1127242650 2005.09.20 R05-M0-NA 2005-09-20-11.57.30.636832 R05-M0-NA NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 04DE7DB80D7BFFFF04051B70D8D9, found 04DE7DF2D37BFFFF09081B6088D9
TRUE:0 PRED:1 | 1118769811 2005.06.14 R25-M1-N3-C:J16-U01 2005-06-14-10.23.31.130281 R25-M1-N3-C:J16-U01 RAS KERNEL FATAL exception syndrome register: 0x00800000
TRUE:0 PRED:1 | 1127248868 2005.09.20 NULL 2005-09-20-13.41.08.107703 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1130251536 2005.10.25 R46-M0-NC-I:J18-U11 2005-10-25-07.45.36.124897 R46-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading allreduce_int_V1R1.rts: invalid or missing program image, No such file or directory
TRUE:0 PRED:1 | 1129166670 2005.10.12 R73-M1-NC-I:J18-U01 2005-10-12-18.24.30.314474 R73-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
TRUE:0 PRED:1 | 1120259710 2005.07.01 R33-M1-N2-C:J17-U11 2005-07-01-16.15.10.056728 R33-M1-N2-C:J17-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1121111691 2005.07.11 R22-M0-N0-I:J18-U11 2005-07-11-12.54.51.738880 R22-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/greeno/raptor.new.dev.3d.BGL.CXX_XL.MPI.ex: invalid or missing program image, No such file or directory
TRUE:0 PRED:1 | 1121252884 2005.07.13 R30-M1-N6-C:J14-U11 2005-07-13-04.08.04.789912 R30-M1-N6-C:J14-U11 RAS KERNEL INFO 116249832 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1121252397 2005.07.13 R23-M1-N6-C:J14-U11 2005-07-13-03.59.57.142168 R23-M1-N6-C:J14-U11 RAS KERNEL INFO 116130784 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1127243163 2005.09.20 NULL 2005-09-20-12.06.03.683009 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1121707362 2005.07.18 R36-M1-N8-C:J06-U01 2005-07-18-10.22.42.290042 R36-M1-N8-C:J06-U01 RAS KERNEL INFO generating core.16134
TRUE:0 PRED:1 | 1118771001 2005.06.14 R25-M0-N8-C:J16-U11 2005-06-14-10.43.21.406138 R25-M0-N8-C:J16-U11 RAS KERNEL FATAL data store interrupt caused by icbi.........0
TRUE:0 PRED:1 | 1131473391 2005.11.08 R62-M0-NE-C:J03-U11 2005-11-08-10.09.51.058276 R62-M0-NE-C:J03-U11 RAS KERNEL INFO iar 001061b4 dear 024701dc
TRUE:0 PRED:1 | 1128027755 2005.09.29 R03-M1-ND-C:J14-U01 2005-09-29-14.02.35.872055 R03-M1-ND-C:J14-U01 RAS KERNEL INFO critical input interrupt (unit=0x0b bit=0x06): warning for torus y+ wire
TRUE:0 PRED:1 | 1118769574 2005.06.14 R26-M1-NC-C:J13-U11 2005-06-14-10.19.34.342222 R26-M1-NC-C:J13-U11 RAS KERNEL FATAL exception syndrome register: 0x00800000
TRUE:0 PRED:1 | 1125082053 2005.08.26 R62-M1-N3-C:J04-U01 2005-08-26-11.47.33.903841 R62-M1-N3-C:J04-U01 RAS KERNEL INFO iar 003a90fc dear 00b360e8
TRUE:0 PRED:1 | 1121172988 2005.07.12 R15-M0-N8-C:J02-U11 2005-07-12-05.56.28.419299 R15-M0-N8-C:J02-U11 RAS KERNEL INFO generating core.5967
TRUE:0 PRED:1 | 1133925845 2005.12.06 R36-M0-N2-C:J05-U01 2005-12-06-19.24.05.504553 R36-M0-N2-C:J05-U01 RAS KERNEL INFO Kernel detected 3830884 integer alignment exceptions (3830877) iar 0x00544ea8, dear 0x01fc1ba0 (3830878) iar 0x00544eb8, dear 0x01fc1bc0 (3830879) iar 0x00544ea8, dear 0x01fc1be0 (3830880) iar 0x00544eb8, dear 0x01fc1c00 (3830881) iar 0x00544ee0, dear 0x01fc1c20 (3830882) iar 0x00544ef0, dear 0x01fc1c40 (3830883) iar 0x00544ee0, dear 0x01fc1c60 (3830884) iar 0x00544ef0, dear 0x01fc1c80
TRUE:0 PRED:1 | 1125224269 2005.08.28 R45-M0-ND-C:J09-U01 2005-08-28-03.17.49.107299 R45-M0-ND-C:J09-U01 RAS KERNEL INFO iar 0014a150 dear 009829b8
TRUE:0 PRED:1 | 1126272208 2005.09.09 R50-M0-NF-C:J10-U01 2005-09-09-06.23.28.274924 R50-M0-NF-C:J10-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 3, bit 6
TRUE:0 PRED:1 | 1123609246 2005.08.09 R51-M1-ND 2005-08-09-10.40.46.749252 R51-M1-ND NULL DISCOVERY WARNING Node card is not fully functional
TRUE:0 PRED:1 | 1121308028 2005.07.13 R23-M0-N5-C:J04-U01 2005-07-13-19.27.08.790721 R23-M0-N5-C:J04-U01 RAS KERNEL INFO generating core.26059
TRUE:0 PRED:1 | 1121900875 2005.07.20 R10-M0-NF-C:J04-U01 2005-07-20-16.07.55.072864 R10-M0-NF-C:J04-U01 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1125220525 2005.08.28 R76-M1-ND-C:J11-U11 2005-08-28-02.15.25.781153 R76-M1-ND-C:J11-U11 RAS KERNEL INFO iar 0014a150 dear 0072b9f8
TRUE:0 PRED:1 | 1121172512 2005.07.12 R34-M1-N4-C:J07-U11 2005-07-12-05.48.32.532637 R34-M1-N4-C:J07-U11 RAS KERNEL INFO generating core.14070
TRUE:0 PRED:1 | 1120262185 2005.07.01 R35-M1-N7-C:J04-U01 2005-07-01-16.56.25.711911 R35-M1-N7-C:J04-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1121494252 2005.07.15 R33-M0-NF-C:J11-U01 2005-07-15-23.10.52.087816 R33-M0-NF-C:J11-U01 RAS KERNEL INFO generating core.42833
TRUE:0 PRED:1 | 1132609277 2005.11.21 R55-M0-NC-I:J18-U01 2005-11-21-13.41.17.863430 R55-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
TRUE:0 PRED:1 | 1133011767 2005.11.26 R01-M1-NC-I:J18-U11 2005-11-26-05.29.27.205468 R01-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001f2
TRUE:0 PRED:1 | 1125084127 2005.08.26 R66-M1-ND-C:J15-U01 2005-08-26-12.22.07.689504 R66-M1-ND-C:J15-U01 RAS KERNEL INFO iar 003a929c dear 01291228
TRUE:0 PRED:1 | 1121599560 2005.07.17 R10-M0-NC-C:J09-U11 2005-07-17-04.26.00.533212 R10-M0-NC-C:J09-U11 RAS KERNEL INFO generating core.26734
TRUE:0 PRED:1 | 1121493886 2005.07.15 R20-M1-N2-C:J03-U11 2005-07-15-23.04.46.601583 R20-M1-N2-C:J03-U11 RAS KERNEL INFO generating core.38143
TRUE:0 PRED:1 | 1127264333 2005.09.20 R45-M0-N0-I:J18-U01 2005-09-20-17.58.53.385609 R45-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory
TRUE:0 PRED:1 | 1123914842 2005.08.12 R66-M0-N8-I:J18-U01 2005-08-12-23.34.02.183112 R66-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error
TRUE:0 PRED:1 | 1120263168 2005.07.01 R24-M0-N3-C:J09-U01 2005-07-01-17.12.48.485919 R24-M0-N3-C:J09-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1118772057 2005.06.14 R24-M0-N2-C:J16-U11 2005-06-14-11.00.57.941787 R24-M0-N2-C:J16-U11 RAS KERNEL FATAL machine state register: 0x00002000
TRUE:0 PRED:1 | 1121494164 2005.07.15 R34-M0-N5-C:J03-U11 2005-07-15-23.09.24.725815 R34-M0-N5-C:J03-U11 RAS KERNEL INFO generating core.36339
TRUE:0 PRED:1 | 1125084224 2005.08.26 R67-M1-N1-C:J03-U11 2005-08-26-12.23.44.724823 R67-M1-N1-C:J03-U11 RAS KERNEL INFO iar 003a92a0 dear 012902f8
TRUE:0 PRED:1 | 1118771516 2005.06.14 R25-M0-N6-C:J14-U11 2005-06-14-10.51.56.234430 R25-M0-N6-C:J14-U11 RAS KERNEL FATAL program interrupt: imprecise exception......0
TRUE:0 PRED:1 | 1123110844 2005.08.03 NULL 2005-08-03-16.14.04.704650 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
